Pavarde                  Vardas                   Galutinis (Vid.)Galutinis (Med.)
Vardas6506               Pavarde6506              8.16           8.00           
Vardas7169               Pavarde7169              8.16           7.60           
Vardas7442               Pavarde7442              8.16           8.40           
Vardas7838               Pavarde7838              8.16           8.00           
Vardas7892               Pavarde7892              8.16           8.40           
Vardas8154               Pavarde8154              8.16           8.40           
Vardas8410               Pavarde8410              8.16           8.40           
Vardas8429               Pavarde8429              8.16           8.80           
Vardas8669               Pavarde8669              8.16           8.00           
Vardas857                Pavarde857               8.17           8.20           
Vardas2338               Pavarde2338              8.17           8.60           
Vardas2895               Pavarde2895              8.17           8.20           
Vardas3028               Pavarde3028              8.17           8.60           
Vardas3404               Pavarde3404              8.17           8.60           
Vardas3541               Pavarde3541              8.17           9.00           
Vardas7797               Pavarde7797              8.17           9.00           
Vardas7940               Pavarde7940              8.17           8.20           
Vardas309                Pavarde309               8.19           8.00           
Vardas575                Pavarde575               8.19           8.40           
Vardas1642               Pavarde1642              8.19           8.40           
Vardas1826               Pavarde1826              8.19           8.80           
Vardas1832               Pavarde1832              8.19           8.00           
Vardas1889               Pavarde1889              8.19           8.40           
Vardas2156               Pavarde2156              8.19           8.00           
Vardas3407               Pavarde3407              8.19           8.40           
Vardas3678               Pavarde3678              8.19           8.40           
Vardas3945               Pavarde3945              8.19           8.40           
Vardas3946               Pavarde3946              8.19           8.00           
Vardas4135               Pavarde4135              8.19           8.00           
Vardas4907               Pavarde4907              8.19           8.40           
Vardas5060               Pavarde5060              8.19           8.40           
Vardas5173               Pavarde5173              8.19           8.00           
Vardas5533               Pavarde5533              8.19           8.00           
Vardas5576               Pavarde5576              8.19           8.00           
Vardas5619               Pavarde5619              8.19           8.40           
Vardas5653               Pavarde5653              8.19           8.00           
Vardas5976               Pavarde5976              8.19           8.40           
Vardas6135               Pavarde6135              8.19           8.00           
Vardas6191               Pavarde6191              8.19           8.00           
Vardas7107               Pavarde7107              8.19           8.00           
Vardas7160               Pavarde7160              8.19           8.00           
Vardas7162               Pavarde7162              8.19           8.00           
Vardas7180               Pavarde7180              8.19           8.40           
Vardas7552               Pavarde7552              8.19           8.00           
Vardas7915               Pavarde7915              8.19           8.40           
Vardas8164               Pavarde8164              8.19           8.40           
Vardas8706               Pavarde8706              8.19           8.40           
Vardas9047               Pavarde9047              8.19           8.00           
Vardas9246               Pavarde9246              8.19           8.40           
Vardas9403               Pavarde9403              8.19           8.40           
Vardas9768               Pavarde9768              8.19           8.00           
Vardas9876               Pavarde9876              8.19           8.00           
Vardas9963               Pavarde9963              8.19           8.40           
Vardas684                Pavarde684               8.20           8.20           
Vardas2873               Pavarde2873              8.20           8.60           
Vardas3882               Pavarde3882              8.20           8.20           
Vardas7150               Pavarde7150              8.20           8.60           
Vardas7166               Pavarde7166              8.20           8.20           
Vardas8964               Pavarde8964              8.20           8.60           
Vardas104                Pavarde104               8.21           8.40           
Vardas317                Pavarde317               8.21           8.40           
Vardas433                Pavarde433               8.21           8.40           
Vardas679                Pavarde679               8.21           8.40           
Vardas1428               Pavarde1428              8.21           8.00           
Vardas1577               Pavarde1577              8.21           8.80           
Vardas2069               Pavarde2069              8.21           8.00           
Vardas2108               Pavarde2108              8.21           8.80           
Vardas2344               Pavarde2344              8.21           8.40           
Vardas2351               Pavarde2351              8.21           8.40           
Vardas2358               Pavarde2358              8.21           8.00           
Vardas2707               Pavarde2707              8.21           8.00           
Vardas2711               Pavarde2711              8.21           8.00           
Vardas3651               Pavarde3651              8.21           8.00           
Vardas3761               Pavarde3761              8.21           8.00           
Vardas4155               Pavarde4155              8.21           8.00           
Vardas4403               Pavarde4403              8.21           8.00           
Vardas4485               Pavarde4485              8.21           8.40           
Vardas5002               Pavarde5002              8.21           8.40           
Vardas5010               Pavarde5010              8.21           8.00           
Vardas5076               Pavarde5076              8.21           8.00           
Vardas5204               Pavarde5204              8.21           8.40           
Vardas6026               Pavarde6026              8.21           8.00           
Vardas6339               Pavarde6339              8.21           8.40           
Vardas6406               Pavarde6406              8.21           8.40           
Vardas6623               Pavarde6623              8.21           8.00           
Vardas6671               Pavarde6671              8.21           8.40           
Vardas7097               Pavarde7097              8.21           8.40           
Vardas7504               Pavarde7504              8.21           8.00           
Vardas7534               Pavarde7534              8.21           8.00           
Vardas7803               Pavarde7803              8.21           8.40           
Vardas8122               Pavarde8122              8.21           8.40           
Vardas8337               Pavarde8337              8.21           8.00           
Vardas8342               Pavarde8342              8.21           7.60           
Vardas8406               Pavarde8406              8.21           8.40           
Vardas8448               Pavarde8448              8.21           8.40           
Vardas8772               Pavarde8772              8.21           8.00           
Vardas9320               Pavarde9320              8.21           8.80           
Vardas845                Pavarde845               8.23           8.60           
Vardas2256               Pavarde2256              8.23           8.20           
Vardas5720               Pavarde5720              8.23           8.20           
Vardas12                 Pavarde12                8.24           8.40           
Vardas427                Pavarde427               8.24           8.40           
Vardas742                Pavarde742               8.24           8.00           
Vardas826                Pavarde826               8.24           8.40           
Vardas844                Pavarde844               8.24           8.00           
Vardas1945               Pavarde1945              8.24           8.00           
Vardas2171               Pavarde2171              8.24           8.40           
Vardas2478               Pavarde2478              8.24           8.00           
Vardas2773               Pavarde2773              8.24           8.00           
Vardas2789               Pavarde2789              8.24           8.40           
Vardas2807               Pavarde2807              8.24           8.00           
Vardas2818               Pavarde2818              8.24           8.40           
Vardas4226               Pavarde4226              8.24           8.40           
Vardas4364               Pavarde4364              8.24           8.40           
Vardas5482               Pavarde5482              8.24           8.00           
Vardas5833               Pavarde5833              8.24           8.40           
Vardas6142               Pavarde6142              8.24           7.60           
Vardas6520               Pavarde6520              8.24           8.40           
Vardas6626               Pavarde6626              8.24           8.40           
Vardas6820               Pavarde6820              8.24           8.00           
Vardas7156               Pavarde7156              8.24           8.40           
Vardas7441               Pavarde7441              8.24           8.40           
Vardas8009               Pavarde8009              8.24           8.40           
Vardas8378               Pavarde8378              8.24           8.40           
Vardas8762               Pavarde8762              8.24           8.40           
Vardas9363               Pavarde9363              8.24           8.40           
Vardas9630               Pavarde9630              8.24           8.40           
Vardas2845               Pavarde2845              8.25           8.20           
Vardas9150               Pavarde9150              8.25           8.60           
Vardas9795               Pavarde9795              8.25           8.20           
Vardas262                Pavarde262               8.27           8.00           
Vardas340                Pavarde340               8.27           7.60           
Vardas451                Pavarde451               8.27           8.40           
Vardas910                Pavarde910               8.27           8.40           
Vardas1320               Pavarde1320              8.27           8.00           
Vardas1719               Pavarde1719              8.27           8.00           
Vardas2028               Pavarde2028              8.27           8.40           
Vardas2296               Pavarde2296              8.27           8.00           
Vardas2821               Pavarde2821              8.27           8.40           
Vardas3206               Pavarde3206              8.27           8.40           
Vardas3265               Pavarde3265              8.27           8.40           
Vardas3830               Pavarde3830              8.27           8.40           
Vardas3847               Pavarde3847              8.27           8.40           
Vardas4283               Pavarde4283              8.27           8.40           
Vardas4392               Pavarde4392              8.27           8.00           
Vardas4393               Pavarde4393              8.27           8.40           
Vardas5044               Pavarde5044              8.27           8.00           
Vardas5105               Pavarde5105              8.27           8.40           
Vardas5176               Pavarde5176              8.27           8.40           
Vardas5492               Pavarde5492              8.27           8.40           
Vardas5932               Pavarde5932              8.27           9.20           
Vardas6031               Pavarde6031              8.27           8.40           
Vardas6645               Pavarde6645              8.27           8.00           
Vardas6833               Pavarde6833              8.27           8.00           
Vardas7188               Pavarde7188              8.27           8.80           
Vardas7332               Pavarde7332              8.27           8.00           
Vardas7351               Pavarde7351              8.27           8.40           
Vardas7440               Pavarde7440              8.27           8.00           
Vardas7477               Pavarde7477              8.27           8.40           
Vardas7772               Pavarde7772              8.27           8.00           
Vardas7917               Pavarde7917              8.27           8.40           
Vardas8074               Pavarde8074              8.27           8.00           
Vardas8535               Pavarde8535              8.27           8.80           
Vardas8567               Pavarde8567              8.27           8.00           
Vardas8870               Pavarde8870              8.27           8.40           
Vardas8943               Pavarde8943              8.27           8.40           
Vardas9167               Pavarde9167              8.27           8.40           
Vardas9312               Pavarde9312              8.27           8.40           
Vardas9318               Pavarde9318              8.27           8.00           
Vardas9529               Pavarde9529              8.27           8.40           
Vardas2110               Pavarde2110              8.28           8.60           
Vardas2555               Pavarde2555              8.28           8.60           
Vardas4280               Pavarde4280              8.28           8.60           
Vardas78                 Pavarde78                8.29           8.00           
Vardas385                Pavarde385               8.29           8.40           
Vardas560                Pavarde560               8.29           8.40           
Vardas796                Pavarde796               8.29           8.40           
Vardas797                Pavarde797               8.29           8.40           
Vardas919                Pavarde919               8.29           8.00           
Vardas1104               Pavarde1104              8.29           8.40           
Vardas1893               Pavarde1893              8.29           8.40           
Vardas1895               Pavarde1895              8.29           8.40           
Vardas1904               Pavarde1904              8.29           8.40           
Vardas2292               Pavarde2292              8.29           8.80           
Vardas2312               Pavarde2312              8.29           8.40           
Vardas2369               Pavarde2369              8.29           8.80           
Vardas2380               Pavarde2380              8.29           8.00           
Vardas2481               Pavarde2481              8.29           8.00           
Vardas2516               Pavarde2516              8.29           8.40           
Vardas2709               Pavarde2709              8.29           8.40           
Vardas3059               Pavarde3059              8.29           8.40           
Vardas3584               Pavarde3584              8.29           8.40           
Vardas3738               Pavarde3738              8.29           8.40           
Vardas3937               Pavarde3937              8.29           8.00           
Vardas5372               Pavarde5372              8.29           8.00           
Vardas5421               Pavarde5421              8.29           8.40           
Vardas5506               Pavarde5506              8.29           8.00           
Vardas5572               Pavarde5572              8.29           8.40           
Vardas5867               Pavarde5867              8.29           8.40           
Vardas6819               Pavarde6819              8.29           8.40           
Vardas7000               Pavarde7000              8.29           8.80           
Vardas7016               Pavarde7016              8.29           8.40           
Vardas7173               Pavarde7173              8.29           8.00           
Vardas7383               Pavarde7383              8.29           8.40           
Vardas7433               Pavarde7433              8.29           8.40           
Vardas8843               Pavarde8843              8.29           8.40           
Vardas8864               Pavarde8864              8.29           8.80           
Vardas8920               Pavarde8920              8.29           8.40           
Vardas2889               Pavarde2889              8.31           8.20           
Vardas1707               Pavarde1707              8.32           8.40           
Vardas2079               Pavarde2079              8.32           8.00           
Vardas2184               Pavarde2184              8.32           8.40           
Vardas2526               Pavarde2526              8.32           8.40           
Vardas2608               Pavarde2608              8.32           8.00           
Vardas2642               Pavarde2642              8.32           8.40           
Vardas2661               Pavarde2661              8.32           8.40           
Vardas2795               Pavarde2795              8.32           8.40           
Vardas2832               Pavarde2832              8.32           8.00           
Vardas3160               Pavarde3160              8.32           8.40           
Vardas3223               Pavarde3223              8.32           8.80           
Vardas3441               Pavarde3441              8.32           8.40           
Vardas3789               Pavarde3789              8.32           8.00           
Vardas3949               Pavarde3949              8.32           8.00           
Vardas4143               Pavarde4143              8.32           8.40           
Vardas4177               Pavarde4177              8.32           8.40           
Vardas4219               Pavarde4219              8.32           8.80           
Vardas4852               Pavarde4852              8.32           8.40           
Vardas5443               Pavarde5443              8.32           8.00           
Vardas5512               Pavarde5512              8.32           8.00           
Vardas5684               Pavarde5684              8.32           8.40           
Vardas5688               Pavarde5688              8.32           8.40           
Vardas5862               Pavarde5862              8.32           8.40           
Vardas6342               Pavarde6342              8.32           8.80           
Vardas6417               Pavarde6417              8.32           8.40           
Vardas6470               Pavarde6470              8.32           8.40           
Vardas6785               Pavarde6785              8.32           8.80           
Vardas6911               Pavarde6911              8.32           8.40           
Vardas7715               Pavarde7715              8.32           8.40           
Vardas8123               Pavarde8123              8.32           8.40           
Vardas8134               Pavarde8134              8.32           8.40           
Vardas8375               Pavarde8375              8.32           8.40           
Vardas8680               Pavarde8680              8.32           8.40           
Vardas8719               Pavarde8719              8.32           8.80           
Vardas8981               Pavarde8981              8.32           8.00           
Vardas9366               Pavarde9366              8.32           8.40           
Vardas9811               Pavarde9811              8.32           8.40           
Vardas9814               Pavarde9814              8.32           8.40           
Vardas3151               Pavarde3151              8.33           8.20           
Vardas3758               Pavarde3758              8.33           8.60           
Vardas5735               Pavarde5735              8.33           8.60           
Vardas6887               Pavarde6887              8.33           8.60           
Vardas67                 Pavarde67                8.35           8.80           
Vardas261                Pavarde261               8.35           8.80           
Vardas267                Pavarde267               8.35           8.40           
Vardas271                Pavarde271               8.35           8.80           
Vardas279                Pavarde279               8.35           8.40           
Vardas704                Pavarde704               8.35           8.40           
Vardas1848               Pavarde1848              8.35           8.40           
Vardas2103               Pavarde2103              8.35           8.40           
Vardas2135               Pavarde2135              8.35           8.40           
Vardas2308               Pavarde2308              8.35           8.00           
Vardas2602               Pavarde2602              8.35           8.80           
Vardas2636               Pavarde2636              8.35           8.40           
Vardas2637               Pavarde2637              8.35           8.40           
Vardas3361               Pavarde3361              8.35           8.40           
Vardas3606               Pavarde3606              8.35           8.80           
Vardas3792               Pavarde3792              8.35           8.80           
Vardas3818               Pavarde3818              8.35           8.40           
Vardas3929               Pavarde3929              8.35           8.80           
Vardas4712               Pavarde4712              8.35           8.00           
Vardas4833               Pavarde4833              8.35           8.40           
Vardas4896               Pavarde4896              8.35           8.40           
Vardas5096               Pavarde5096              8.35           8.40           
Vardas5458               Pavarde5458              8.35           8.00           
Vardas5591               Pavarde5591              8.35           8.80           
Vardas5621               Pavarde5621              8.35           8.40           
Vardas5980               Pavarde5980              8.35           9.20           
Vardas6595               Pavarde6595              8.35           8.00           
Vardas6599               Pavarde6599              8.35           8.40           
Vardas6609               Pavarde6609              8.35           8.80           
Vardas6737               Pavarde6737              8.35           8.40           
Vardas6740               Pavarde6740              8.35           8.40           
Vardas6868               Pavarde6868              8.35           8.40           
Vardas7172               Pavarde7172              8.35           8.00           
Vardas7700               Pavarde7700              8.35           8.40           
Vardas7967               Pavarde7967              8.35           8.80           
Vardas8531               Pavarde8531              8.35           8.80           
Vardas8937               Pavarde8937              8.35           8.40           
Vardas9088               Pavarde9088              8.35           8.00           
Vardas9815               Pavarde9815              8.35           8.00           
Vardas9903               Pavarde9903              8.35           8.00           
Vardas1031               Pavarde1031              8.36           9.00           
Vardas2356               Pavarde2356              8.36           8.60           
Vardas8993               Pavarde8993              8.36           8.20           
Vardas410                Pavarde410               8.37           8.80           
Vardas507                Pavarde507               8.37           8.40           
Vardas525                Pavarde525               8.37           8.40           
Vardas539                Pavarde539               8.37           8.40           
Vardas741                Pavarde741               8.37           8.40           
Vardas1647               Pavarde1647              8.37           8.40           
Vardas1736               Pavarde1736              8.37           8.80           
Vardas1840               Pavarde1840              8.37           8.40           
Vardas2144               Pavarde2144              8.37           8.80           
Vardas2163               Pavarde2163              8.37           8.40           
Vardas2952               Pavarde2952              8.37           8.80           
Vardas3072               Pavarde3072              8.37           8.80           
Vardas3916               Pavarde3916              8.37           8.40           
Vardas4095               Pavarde4095              8.37           8.40           
Vardas4433               Pavarde4433              8.37           8.40           
Vardas4460               Pavarde4460              8.37           8.40           
Vardas4542               Pavarde4542              8.37           8.80           
Vardas5085               Pavarde5085              8.37           8.80           
Vardas5346               Pavarde5346              8.37           8.40           
Vardas5759               Pavarde5759              8.37           8.40           
Vardas5906               Pavarde5906              8.37           8.80           
Vardas6480               Pavarde6480              8.37           8.80           
Vardas6587               Pavarde6587              8.37           8.40           
Vardas6687               Pavarde6687              8.37           8.40           
Vardas6692               Pavarde6692              8.37           8.80           
Vardas6842               Pavarde6842              8.37           8.00           
Vardas7322               Pavarde7322              8.37           8.00           
Vardas7510               Pavarde7510              8.37           8.80           
Vardas7517               Pavarde7517              8.37           8.80           
Vardas7567               Pavarde7567              8.37           8.40           
Vardas8104               Pavarde8104              8.37           8.80           
Vardas8565               Pavarde8565              8.37           8.00           
Vardas8985               Pavarde8985              8.37           8.40           
Vardas9518               Pavarde9518              8.37           8.80           
Vardas9643               Pavarde9643              8.37           8.40           
Vardas4770               Pavarde4770              8.39           8.60           
Vardas18                 Pavarde18                8.40           8.80           
Vardas469                Pavarde469               8.40           8.80           
Vardas475                Pavarde475               8.40           8.80           
Vardas523                Pavarde523               8.40           8.80           
Vardas783                Pavarde783               8.40           8.80           
Vardas848                Pavarde848               8.40           8.40           
Vardas1189               Pavarde1189              8.40           8.00           
Vardas2390               Pavarde2390              8.40           8.80           
Vardas2407               Pavarde2407              8.40           8.80           
Vardas2897               Pavarde2897              8.40           8.40           
Vardas3550               Pavarde3550              8.40           8.80           
Vardas4358               Pavarde4358              8.40           8.40           
Vardas4386               Pavarde4386              8.40           8.80           
Vardas4456               Pavarde4456              8.40           8.40           
Vardas5455               Pavarde5455              8.40           8.40           
Vardas5560               Pavarde5560              8.40           8.40           
Vardas5729               Pavarde5729              8.40           8.40           
Vardas7155               Pavarde7155              8.40           8.40           
Vardas7407               Pavarde7407              8.40           8.80           
Vardas7542               Pavarde7542              8.40           8.80           
Vardas8040               Pavarde8040              8.40           8.40           
Vardas8539               Pavarde8539              8.40           8.40           
Vardas9075               Pavarde9075              8.40           8.80           
Vardas9147               Pavarde9147              8.40           8.40           
Vardas9402               Pavarde9402              8.40           8.40           
Vardas9470               Pavarde9470              8.40           8.40           
Vardas9499               Pavarde9499              8.40           8.40           
Vardas19                 Pavarde19                8.43           8.40           
Vardas169                Pavarde169               8.43           8.80           
Vardas626                Pavarde626               8.43           8.00           
Vardas715                Pavarde715               8.43           8.80           
Vardas1329               Pavarde1329              8.43           8.40           
Vardas3420               Pavarde3420              8.43           8.00           
Vardas3510               Pavarde3510              8.43           8.40           
Vardas3600               Pavarde3600              8.43           8.40           
Vardas3657               Pavarde3657              8.43           8.80           
Vardas4028               Pavarde4028              8.43           8.40           
Vardas4959               Pavarde4959              8.43           8.40           
Vardas5626               Pavarde5626              8.43           8.40           
Vardas6082               Pavarde6082              8.43           8.40           
Vardas6621               Pavarde6621              8.43           8.00           
Vardas6945               Pavarde6945              8.43           8.40           
Vardas7377               Pavarde7377              8.43           8.40           
Vardas7481               Pavarde7481              8.43           8.40           
Vardas7601               Pavarde7601              8.43           8.80           
Vardas7786               Pavarde7786              8.43           8.00           
Vardas7801               Pavarde7801              8.43           8.40           
Vardas8023               Pavarde8023              8.43           8.80           
Vardas8048               Pavarde8048              8.43           8.40           
Vardas8236               Pavarde8236              8.43           8.80           
Vardas8588               Pavarde8588              8.43           8.80           
Vardas1871               Pavarde1871              8.44           8.20           
Vardas46                 Pavarde46                8.45           8.80           
Vardas283                Pavarde283               8.45           8.40           
Vardas473                Pavarde473               8.45           8.40           
Vardas540                Pavarde540               8.45           8.80           
Vardas1752               Pavarde1752              8.45           8.40           
Vardas2444               Pavarde2444              8.45           8.40           
Vardas2859               Pavarde2859              8.45           8.40           
Vardas3199               Pavarde3199              8.45           8.80           
Vardas3355               Pavarde3355              8.45           8.40           
Vardas3376               Pavarde3376              8.45           8.80           
Vardas3749               Pavarde3749              8.45           8.40           
Vardas3843               Pavarde3843              8.45           8.00           
Vardas3884               Pavarde3884              8.45           8.80           
Vardas4256               Pavarde4256              8.45           8.00           
Vardas4360               Pavarde4360              8.45           8.80           
Vardas4443               Pavarde4443              8.45           8.80           
Vardas4707               Pavarde4707              8.45           8.00           
Vardas4727               Pavarde4727              8.45           8.80           
Vardas4979               Pavarde4979              8.45           8.00           
Vardas5160               Pavarde5160              8.45           8.40           
Vardas6582               Pavarde6582              8.45           8.80           
Vardas6658               Pavarde6658              8.45           8.00           
Vardas7482               Pavarde7482              8.45           9.60           
Vardas8554               Pavarde8554              8.45           8.80           
Vardas8731               Pavarde8731              8.45           8.40           
Vardas883                Pavarde883               8.47           9.00           
Vardas453                Pavarde453               8.48           8.40           
Vardas1403               Pavarde1403              8.48           8.40           
Vardas1491               Pavarde1491              8.48           8.40           
Vardas1828               Pavarde1828              8.48           9.20           
Vardas2117               Pavarde2117              8.48           8.00           
Vardas2124               Pavarde2124              8.48           8.80           
Vardas2670               Pavarde2670              8.48           8.40           
Vardas2698               Pavarde2698              8.48           8.80           
Vardas2745               Pavarde2745              8.48           8.80           
Vardas2803               Pavarde2803              8.48           8.40           
Vardas3811               Pavarde3811              8.48           8.80           
Vardas4045               Pavarde4045              8.48           8.40           
Vardas4187               Pavarde4187              8.48           8.40           
Vardas4394               Pavarde4394              8.48           8.80           
Vardas4662               Pavarde4662              8.48           8.40           
Vardas4666               Pavarde4666              8.48           8.80           
Vardas5945               Pavarde5945              8.48           8.40           
Vardas6462               Pavarde6462              8.48           8.40           
Vardas6563               Pavarde6563              8.48           8.80           
Vardas6679               Pavarde6679              8.48           8.80           
Vardas7274               Pavarde7274              8.48           8.80           
Vardas7622               Pavarde7622              8.48           8.40           
Vardas8221               Pavarde8221              8.48           8.40           
Vardas8818               Pavarde8818              8.48           8.40           
Vardas8956               Pavarde8956              8.48           8.40           
Vardas5126               Pavarde5126              8.49           9.00           
Vardas310                Pavarde310               8.51           8.80           
Vardas1109               Pavarde1109              8.51           8.80           
Vardas2192               Pavarde2192              8.51           8.40           
Vardas2314               Pavarde2314              8.51           8.80           
Vardas3018               Pavarde3018              8.51           8.00           
Vardas3285               Pavarde3285              8.51           8.40           
Vardas3564               Pavarde3564              8.51           8.80           
Vardas5260               Pavarde5260              8.51           8.80           
Vardas5324               Pavarde5324              8.51           8.80           
Vardas5752               Pavarde5752              8.51           8.00           
Vardas5784               Pavarde5784              8.51           8.80           
Vardas5844               Pavarde5844              8.51           8.00           
Vardas6395               Pavarde6395              8.51           8.80           
Vardas6511               Pavarde6511              8.51           8.80           
Vardas6707               Pavarde6707              8.51           8.40           
Vardas6788               Pavarde6788              8.51           8.40           
Vardas7102               Pavarde7102              8.51           8.80           
Vardas7789               Pavarde7789              8.51           8.80           
Vardas7860               Pavarde7860              8.51           8.80           
Vardas8800               Pavarde8800              8.51           8.80           
Vardas9466               Pavarde9466              8.51           8.40           
Vardas9985               Pavarde9985              8.51           8.40           
Vardas570                Pavarde570               8.53           8.80           
Vardas645                Pavarde645               8.53           8.80           
Vardas806                Pavarde806               8.53           8.80           
Vardas1434               Pavarde1434              8.53           8.80           
Vardas2486               Pavarde2486              8.53           8.80           
Vardas3326               Pavarde3326              8.53           8.80           
Vardas3646               Pavarde3646              8.53           8.40           
Vardas4801               Pavarde4801              8.53           8.80           
Vardas4949               Pavarde4949              8.53           8.80           
Vardas6091               Pavarde6091              8.53           8.80           
Vardas6783               Pavarde6783              8.53           8.80           
Vardas7847               Pavarde7847              8.53           8.40           
Vardas8126               Pavarde8126              8.53           8.80           
Vardas8319               Pavarde8319              8.53           8.40           
Vardas8381               Pavarde8381              8.53           8.80           
Vardas8422               Pavarde8422              8.53           8.80           
Vardas9319               Pavarde9319              8.53           9.20           
Vardas9390               Pavarde9390              8.53           8.40           
Vardas9882               Pavarde9882              8.53           8.80           
Vardas97                 Pavarde97                8.56           8.80           
Vardas2353               Pavarde2353              8.56           8.80           
Vardas2693               Pavarde2693              8.56           9.20           
Vardas2987               Pavarde2987              8.56           8.80           
Vardas3383               Pavarde3383              8.56           8.40           
Vardas4653               Pavarde4653              8.56           9.20           
Vardas6076               Pavarde6076              8.56           8.80           
Vardas6099               Pavarde6099              8.56           8.80           
Vardas6495               Pavarde6495              8.56           8.80           
Vardas6525               Pavarde6525              8.56           8.80           
Vardas6542               Pavarde6542              8.56           8.80           
Vardas7203               Pavarde7203              8.56           8.40           
Vardas8698               Pavarde8698              8.56           8.40           
Vardas9085               Pavarde9085              8.56           8.40           
Vardas9383               Pavarde9383              8.56           8.80           
Vardas9615               Pavarde9615              8.56           9.20           
Vardas9760               Pavarde9760              8.56           9.20           
Vardas348                Pavarde348               8.59           9.20           
Vardas359                Pavarde359               8.59           8.80           
Vardas1163               Pavarde1163              8.59           8.40           
Vardas3395               Pavarde3395              8.59           9.20           
Vardas4034               Pavarde4034              8.59           8.00           
Vardas4773               Pavarde4773              8.59           8.80           
Vardas6037               Pavarde6037              8.59           8.80           
Vardas6331               Pavarde6331              8.59           8.80           
Vardas7005               Pavarde7005              8.59           8.80           
Vardas7147               Pavarde7147              8.59           8.40           
Vardas7244               Pavarde7244              8.59           8.40           
Vardas7338               Pavarde7338              8.59           8.80           
Vardas7785               Pavarde7785              8.59           8.40           
Vardas7952               Pavarde7952              8.59           9.20           
Vardas8491               Pavarde8491              8.59           8.80           
Vardas9226               Pavarde9226              8.59           8.80           
Vardas1073               Pavarde1073              8.61           8.40           
Vardas1557               Pavarde1557              8.61           8.40           
Vardas2701               Pavarde2701              8.61           8.80           
Vardas2731               Pavarde2731              8.61           8.80           
Vardas2992               Pavarde2992              8.61           8.40           
Vardas3557               Pavarde3557              8.61           8.80           
Vardas4565               Pavarde4565              8.61           8.80           
Vardas6216               Pavarde6216              8.61           8.80           
Vardas6770               Pavarde6770              8.61           9.20           
Vardas8534               Pavarde8534              8.61           8.80           
Vardas8856               Pavarde8856              8.61           9.20           
Vardas9791               Pavarde9791              8.61           8.80           
Vardas1067               Pavarde1067              8.64           8.80           
Vardas1315               Pavarde1315              8.64           8.80           
Vardas2148               Pavarde2148              8.64           8.80           
Vardas2676               Pavarde2676              8.64           8.80           
Vardas2942               Pavarde2942              8.64           8.80           
Vardas3399               Pavarde3399              8.64           9.20           
Vardas3461               Pavarde3461              8.64           8.80           
Vardas3604               Pavarde3604              8.64           8.40           
Vardas4196               Pavarde4196              8.64           8.80           
Vardas5940               Pavarde5940              8.64           8.40           
Vardas6596               Pavarde6596              8.64           9.20           
Vardas7128               Pavarde7128              8.64           8.80           
Vardas7277               Pavarde7277              8.64           9.20           
Vardas9530               Pavarde9530              8.64           8.80           
Vardas1676               Pavarde1676              8.67           8.40           
Vardas2236               Pavarde2236              8.67           8.80           
Vardas3920               Pavarde3920              8.67           9.20           
Vardas5847               Pavarde5847              8.67           8.80           
Vardas5909               Pavarde5909              8.67           8.80           
Vardas7613               Pavarde7613              8.67           8.80           
Vardas8084               Pavarde8084              8.67           8.80           
Vardas8577               Pavarde8577              8.67           9.20           
Vardas9378               Pavarde9378              8.67           9.20           
Vardas9834               Pavarde9834              8.67           8.80           
Vardas9934               Pavarde9934              8.67           8.80           
Vardas630                Pavarde630               8.69           8.40           
Vardas656                Pavarde656               8.69           8.80           
Vardas1564               Pavarde1564              8.69           8.40           
Vardas4632               Pavarde4632              8.69           9.20           
Vardas5016               Pavarde5016              8.69           8.40           
Vardas5149               Pavarde5149              8.69           8.80           
Vardas5730               Pavarde5730              8.69           8.80           
Vardas6948               Pavarde6948              8.69           8.80           
Vardas7401               Pavarde7401              8.69           8.80           
Vardas8238               Pavarde8238              8.69           8.80           
Vardas243                Pavarde243               8.72           8.80           
